"","SpeciesBinomial","SourceList"
"6770","Sceliphron caementarium","(29, 5)"
"6771","Epicallima argenticinctella","29"
"6772","Dictyla echii","29"
"6773","Nabis roseipennis","(29, 5)"
"6774","Cicindela punctulata","29"
"6775","Ianassa lignicolor","29"
"6776","Stomoxys calcitrans","(29, 5)"
"6777","Condylostylus patibulatus","29"
"6778","Platanthera flava","(29, 5)"
"6779","Cerastium fontanum","(29, 5)"
"6780","Geranium phaeum","29"
"6781","Leucoagaricus leucothites","29"
"6782","Lumbricus terrestris","29"
"6783","Calomycterus setarius","29"
"6784","Grimmia laevigata","29"
"6785","Myelochroa aurulenta","29"
"6786","Phellodendron amurense","(29, 14)"
"6787","Lecanora oreinoides","29"
"6788","Ficaria verna","(29, 14)"
"6789","Dicromantispa sayi","29"
"6790","Dimelaena oreina","(29, 5)"
"6791","Juncus tenuis","(29, 5)"
"6792","Stropharia rugosoannulata","29"
"6793","Androchirus erythropus","(29, 5)"
"6794","Rhopalomyia fusiformae","29"
"6795","Eriophorum vaginatum","(29, 5)"
"6796","Sinea diadema","(29, 5)"
"6797","Gaillardia pulchella","(29, 5)"
"6798","Limenitis astyanax","29"
"6799","Erynnis horatius","29"
"6800","Psathyrella piluliformis","29"
"6801","Oxneria fallax","29"
"6802","Hylobius congener","(29, 5)"
"6803","Cerma cora","(29, 10)"
"6804","Jubula hutchinsiae","29"
"6805","Hemadas nubilipennis","29"
"6806","Archips strianus","(29, 10)"
"6807","Megarhyssa greenei","(29, 5)"
"6808","Chrysolina marginata","29"
"6809","Gaylussacia frondosa","29"
"6810","Cosmos bipinnatus","(29, 5)"
"6811","Scoparia penumbralis","(29, 5)"
"6812","Acossus centerensis","(29, 5, 10)"
"6813","Arabidopsis thaliana","(29, 5)"
"6814","Meconema thalassinum","(29, 5)"
"6815","Allagrapha aerea","(29, 10)"
"6816","Megarhyssa macrura","29"
"6817","Alypia octomaculata","(29, 10)"
"6818","Agalliopsis novella","(29, 5)"
"6819","Triglochin gaspensis","(29, 5)"
"6820","Packera schweinitziana","(29, 5)"
"6821","Nabalus altissima","29"
"6822","Brachypera zoilus","29"
"6823","Somatochlora elongata","(29, 4, 5)"
"6824","Papaipema appassionata","29"
"6825","Scutellinia scutellata","29"
"6826","Platanthera hookeri","(29, 5)"
"6827","Inocybe flocculosa","29"
"6828","Postia caesia","29"
"6829","Lestes unguiculatus","(29, 4, 5)"
"6830","Chlaenius emarginatus","(29, 6)"
"6831","Coleosporium asterum","29"
"6832","Paradiplosis tumifex","29"
"6833","Lathyrus latifolius","(29, 5)"
"6834","Physcia dubia","(29, 5)"
"6835","Allium tricoccum","(29, 5)"
"6836","Elophila ekthlipsis","29"
"6837","Eupithecia miserulata","(29, 5, 10)"
"6838","Hydrangea macrophylla","29"
"6839","Phanogomphus borealis","(29, 4, 5)"
"6840","Scutellaria churchilliana","29"
"6841","Tragosoma harrisii","29"
"6842","Synchroa punctata","29"
"6843","Nascia acutellus","29"
"6844","Caripeta angustiorata","(29, 5, 10)"
"6845","Scudderia furcata","(29, 5)"
"6846","Euschistus servus","29"
"6847","Catocala piatrix","(29, 10)"
"6848","Chrysopilus quadratus","(29, 5)"
"6849","Asplenium viride","(29, 5)"
"6850","Bagous planatus","29"
"6851","Microglossum fumosum","29"
"6852","Phellodon niger","29"
"6853","Didemnum vexillum","29"
"6854","Acleris curvalana","(29, 10)"
"6855","Cucullia convexipennis","(29, 5, 10)"
"6856","Celtis occidentalis","29"
"6857","Potamogeton perfoliatus","(29, 5)"
"6858","Carabus granulatus","29"
"6859","Physalis philadelphica","29"
"6860","Enaphalodes rufulus","29"
"6861","Potamogeton epihydrus","(29, 5, 17, 19)"
"6862","Lonicera morrowii","(29, 5, 14)"
"6863","Micranthes virginiensis","(29, 5)"
"6864","Ptecticus trivittatus","29"
"6865","Calcarius ornatus","(29, 27)"
"6866","Tachinus picipes","(29, 5)"
"6867","Bembidion quadratulum","(29, 5, 6)"
"6868","Leptura subhamata","29"
"6869","Harpalus affinis","(29, 6)"
"6870","Elaphropus tripunctatus","(29, 6)"
"6871","Amara bifrons","(29, 6)"
"6872","Gyrinus affinis","(29, 5)"
"6873","Paradonus pectoralis","29"
"6874","Agonum darlingtoni","(29, 6)"
"6875","Bembidion versicolor","(29, 5, 6)"
"6876","Bembidion patruele","(29, 6)"
"6877","Agonum mutatum","(29, 6)"
"6878","Bembidion petrosum","29"
"6879","Bembidion postremum","(29, 6)"
"6880","Saperda moesta","29"
"6881","Bembidion scopulinum","(29, 5, 6)"
"6882","Bradycellus rupestris","29"
"6883","Bembidion salebratum","(29, 6)"
"6884","Agonum gratiosum","(29, 6)"
"6885","Pterostichus patruelis","(29, 6)"
"6886","Agriotes collaris","29"
"6887","Geotrupes stercorarius","29"
"6888","Agonum melanarium","(29, 6)"
"6889","Bembidion fortestriatum","(29, 6)"
"6890","Optioservus ovalis","(29, 17, 19)"
"6891","Laemostenus terricola","29"
"6892","Otophorus haemorrhoidalis","29"
"6893","Philonthus cruentatus","29"
"6894","Acylophorus pronus","(29, 5)"
"6895","Dicerca tenebrosa","(29, 5)"
"6896","Syntomus americanus","29"
"6897","Anaquedius vernix","29"
"6898","Chlaenius sericeus","29"
"6899","Melanotus similis","29"
"6900","Plagiodera versicolora","(29, 5)"
"6901","Agonum errans","29"
"6902","Dinothenarus badipes","29"
"6903","Bembidion carolinense","(29, 6)"
"6904","Phyxelis rigidus","(29, 5)"
"6905","Amara obesa","(29, 6)"
"6906","Cymbiodyta vindicata","(29, 5, 17, 19)"
"6907","Agonum muelleri","(29, 6)"
"6908","Amara patruelis","(29, 6)"
"6909","Gymnusa brevicollis","29"
"6910","Amara avida","(29, 6)"
"6911","Anthrenus scrophulariae","(29, 5)"
"6912","Oiceoptoma noveboracense","29"
"6913","Bembidion pseudocautum","(29, 6)"
"6914","Harpalus caliginosus","(29, 6)"
"6915","Bembidion confusum","(29, 6)"
"6916","Trirhabda borealis","29"
"6917","Agonum cupripenne","(29, 6)"
"6918","Sericoda quadripunctata","(29, 6)"
"6919","Bembidion semicinctum","(29, 6)"
"6920","Elaphrus clairvillei","(29, 6)"
"6921","Blethisa quadricollis","(29, 6)"
"6922","Helichus striatus","(29, 17, 19)"
"6923","Patrobus lecontei","29"
"6924","Ontholestes cingulatus","(29, 5)"
"6925","Dyschirius integer","29"
"6926","Harpalus herbivagus","(29, 6)"
"6927","Amara aulica","(29, 6)"
"6928","Pterostichus luctuosus","(29, 6)"
"6929","Agonum lutulentum","(29, 6)"
"6930","Chrysobothris trinervia","(29, 5)"
"6931","Pterostichus mutus","(29, 6)"
"6932","Gomphus borealis","29"
"6933","Agonum nigriceps","(29, 6)"
"6934","Sympetrum rubicundulum","29"
"6935","Capraita subvittata","29"
"6936","Apocellus sphaericollis","29"
"6937","Sitona scissifrons","(29, 5)"
"6938","Elaphropus sexstriatus","29"
"6939","Anisodactylus nigrita","(29, 6)"
"6940","Graphoderus liberus","29"
"6941","Clivina fossor","(29, 6)"
"6942","Poecilus chalcites","(29, 6)"
"6943","Amara aenea","(29, 6)"
"6944","Agonum sordens","(29, 6)"
"6945","Bembidion castor","(29, 6)"
"6946","Thanasimus undatulus","29"
"6947","Microhypnus striatulus","29"
"6948","Bembidion nigrum","(29, 6)"
"6949","Bembidion mimus","(29, 6)"
"6950","Hypnoidus abbreviatus","29"
"6951","Pterostichus corvinus","(29, 6)"
"6952","Agonum harrisii","(29, 6)"
"6953","Agoliinus aleutus","29"
"6954","Patrobus longicornis","(29, 5, 6)"
"6955","Phaenops drummondi","29"
"6956","Amara latior","(29, 6)"
"6957","Bembidion tetracolum","(29, 5, 6)"
"6958","Bembidion maculatum","29"
"6959","Anisodactylus discoideus","(29, 6)"
"6960","Agonum placidum","(29, 6)"
"6961","Teuchestes fossor","29"
"6962","Nebria pallipes","(29, 5, 6)"
"6963","Ophonus rufibarbis","29"
"6964","Lebia pumila","(29, 5)"
"6965","Agonum thoreyi","(29, 6)"
"6966","Stenolophus comma","(29, 6)"
"6967","Agonum anchomenoides","(29, 6)"
"6968","Enochrus fimbriatus","29"
"6969","Xyloterinus politus","(29, 5)"
"6970","Agonum fidele","(29, 6)"
"6971","Platynus tenuicollis","(29, 6)"
"6972","Hemicrepidius memnonius","(29, 5)"
"6973","Orsodacne atra","29"
"6974","Agonum retractum","(29, 6)"
"6975","Calathus gregarius","(29, 5, 6)"
"6976","Brathinus nitidus","29"
"6977","Xylotrechus longitarsis","29"
"6978","Phratora purpurea","29"
"6979","Philonthus theveneti","29"
"6980","Coenagrion resolutum","(29, 4, 5)"
"6981","Limonius agonus","29"
"6982","Agonum superioris","(29, 6)"
"6983","Elaphropus incurvus","(29, 6)"
"6984","Aphodius fimetarius","(29, 5)"
"6985","Omophron americanum","(29, 6)"
"6986","Dichelonyx linearis","29"
"6987","Harpalus compar","(29, 6)"
"6988","Somatochlora walshii","(29, 4, 5)"
"6989","Pronocera collaris","29"
"6990","Stenolophus fuliginosus","(29, 5, 6)"
"6991","Loricera pilicornis","29"
"6992","Agonum piceolum","(29, 6)"
"6993","Schizogenius lineolatus","(29, 6)"
"6994","Philonthus cyanipennis","(29, 5)"
"6995","Syneta ferruginea","(29, 5)"
"6996","Selenophorus gagatinus","(29, 6)"
"6997","Bradycellus neglectus","(29, 6)"
"6998","Campylenchia latipes","(29, 5)"
"6999","Tachyporus inornatus","29"
"7000","Scythropus elegans","(29, 5)"
"7001","Elaphrus californicus","(29, 6)"
"7002","Tenebrio molitor","(29, 5)"
"7003","Amara rubrica","(29, 6)"
"7004","Bradycellus nigrinus","(29, 6)"
"7005","Apristus subsulcatus","29"
"7006","Onthophagus nuchicornis","(29, 5)"
"7007","Tachinus rufipes","29"
"7008","Philonthus rectangulus","29"
"7009","Nebria lacustris","29"
"7010","Melanotus castanipes","(29, 5)"
"7011","Tychius stephensi","29"
"7012","Sanninoidea exitiosa","29"
"7013","Buprestis maculativentris","(29, 5)"
"7014","Chlaenius tricolor","29"
"7015","Acilius semisulcatus","(29, 5)"
"7016","Aphodius prodromus","29"
"7017","Enallagma vernale","(29, 4, 5)"
"7018","Dyschirius sphaericollis","(29, 6)"
"7019","Pedilus lugubris","29"
"7020","Harpalus plenalis","(29, 6)"
"7021","Harpalus somnulentus","(29, 6)"
"7022","Calopus angustus","(29, 5)"
"7023","Amara pallipes","(29, 6)"
"7024","Quedius rusticus","29"
"7025","Bembidion obscurellum","(29, 6)"
"7026","Chlaenius impunctifrons","(29, 6)"
"7027","Gomphus fraternus","29"
"7028","Chrysobothris neopusilla","29"
"7029","Bembidion bruxellense","(29, 6)"
"7030","Melanotus leonardi","(29, 5)"
"7031","Microrhopala excavata","(29, 5)"
"7032","Phyllobaenus humeralis","29"
"7033","Sericus incongruus","(29, 5)"
"7034","Anoplodera pubera","29"
"7035","Anacaena limbata","(29, 5)"
"7036","Diplocheila striatopunctata","29"
"7037","Hydrochus squamifer","29"
"7038","Typocerus sparsus","29"
"7039","Sympetrum internum","(29, 4, 5)"
"7040","Diplocheila obtusa","(29, 6)"
"7041","Saperda tridentata","29"
"7042","Tribolium confusum","29"
"7043","Acupalpus pauperculus","(29, 6)"
"7044","Enchenopa binotata","(29, 5)"
"7045","Bembidion frontale","(29, 6)"
"7046","Bembidion immaturum","(29, 6)"
"7047","Philonthus aequalis","29"
"7048","Pterostichus rostratus","(29, 6)"
"7049","Amara impuncticollis","(29, 6)"
"7050","Thymalus marginicollis","(29, 5)"
"7051","Amara cupreolata","(29, 5, 6)"
"7052","Anelaphus parallelus","29"
"7053","Plateumaris nitida","29"
"7054","Ampedus rubricus","29"
"7055","Bradycellus semipubescens","(29, 6)"
"7056","Pidonia ruficollis","29"
"7057","Dicheirotrichus cognatus","(29, 6)"
"7058","Tachinus limbatus","(29, 5)"
"7059","Bradycellus lugubris","(29, 6)"
"7060","Dendroides concolor","29"
"7061","Sericoda obsoleta","(29, 6)"
"7062","Bembidion incrematum","(29, 6)"
"7063","Eusphalerum convexum","29"
"7064","Autographa mappa","(29, 5, 10)"
"7065","Xestonotus lugubris","(29, 6)"
"7066","Pterostichus femoralis","29"
"7067","Saperda imitans","29"
"7068","Nitidotachinus scrutator","29"
"7069","Trechus crassiscapus","29"
"7070","Sachalinobia rugipennis","29"
"7071","Bembidion oberthueri","(29, 6)"
"7072","Enochrus ochraceus","(29, 5, 17, 19)"
"7073","Hydrobius fuscipes","(29, 5, 17, 19)"
"7074","Ampedus semicinctus","29"
"7075","Sitona hispidulus","(29, 5)"
"7076","Platynus mannerheimii","29"
"7077","Palonica pyramidata","29"
"7078","Adalia frigida","(29, 5)"
"7079","Rhyncolus macrops","29"
"7080","Otiorhynchus ovatus","29"
"7081","Saperda inornata","29"
"7082","Chlaenius niger","(29, 6)"
"7083","Tortistilus inermis","29"
"7084","Elaphropus anceps","(29, 6)"
"7085","Pachyrhynchus elegans","29"
"7086","Phenolia grossa","(29, 5)"
"7087","Oxygonus montanus","(29, 5)"
"7088","Coccinella undecimpunctata","29"
"7089","Agonum palustre","(29, 6)"
"7090","Pogonocherus mixtus","(29, 5)"
"7091","Agriotes stabilis","(29, 5)"
"7092","Chrysolina staphylaea","29"
"7093","Pterostichus commutabilis","(29, 6)"
"7094","Omosita colon","(29, 5)"
"7095","Chrysobothris femorata","(29, 5)"
"7096","Philonthus leechensis","29"
"7097","Blemus discus","(29, 6)"
"7098","Donacia palmata","(29, 5)"
"7099","Dromius piceus","(29, 5)"
"7100","Emmesa connectens","(29, 5)"
"7101","Tyloderma nigrum","29"
"7102","Cardiophorus cardisce","29"
"7103","Graphoderus fascicollis","29"
"7104","Endomychus biguttatus","(29, 5)"
"7105","Bembidion semistriatum","(29, 6)"
"7106","Notiophilus aeneus","(29, 5, 6)"
"7107","Calligrapha philadelphica","29"
"7108","Bembidion stephensii","(29, 6)"
"7109","Tachinus basalis","29"
"7110","Crepidodera nana","29"
"7111","Microlestes linearis","29"
"7112","Hypera nigrirostris","29"
"7113","Melanophila acuminata","(29, 5)"
"7114","Acidota crenata","(29, 5)"
"7115","Plateumaris rufa","29"
"7116","Patrobus stygicus","(29, 6)"
"7117","Gomphus spicatus","29"
"7118","Gastrellarius honestus","(29, 5, 6)"
"7119","Quedius capucinus","29"
"7120","Quedius molochinus","29"
"7121","Cleonis pigra","29"
"7122","Cicindela longicornis","29"
"7123","Trigonarthris proxima","29"
"7124","Catocala cerogama","(29, 5)"
"7125","Quedionuchus glaber","29"
"7126","Conocephalus fasciatus","29"
"7127","Xanthonia decemnotata","(29, 5)"
"7128","Bembecia marginatum","29"
"7129","Bassareus mammifer","29"
"7130","Rhynchaenus rufipes","29"
"7131","Dichelonyx albicollis","29"
"7132","Omalium rivulare","(29, 5)"
"7133","Altica woodsi","29"
"7134","Bembidion punctatostriatum","(29, 6)"
"7135","Photuris pennsylvanica","29"
"7136","Amerizus wingatei","29"
"7137","Ampedus nigricollis","29"
"7138","Hemicrepidius hemipodus","29"
"7139","Carabus serratus","(29, 5, 6)"
"7140","Phloeosinus canadensis","29"
"7141","Stenocorus schaumii","29"
"7142","Calligrapha rowena","29"
"7143","Amara littoralis","(29, 6)"
"7144","Cytilus alternatus","(29, 5)"
"7145","Coptotomus interrogatus","(29, 5)"
"7146","Camptorhynchus labradorius","(29, 27)"
"7147","Melinna cristata","(29, 19)"
"7148","Cyclocardia novangliae","(29, 5)"
"7149","Astyris rosacea","(29, 5)"
"7150","Ophiura robusta","(29, 5)"
"7151","Plagiostomum vittatum","29"
"7152","Ancula gibbosa","(29, 5)"
"7153","Propebela scalaris","29"
"7154","Caecognathia cerina","29"
"7155","Molgula retortiformis","29"
"7156","Pectinaria gouldii","(29, 19)"
"7157","Leptasterias compta","29"
"7158","Smittina landsborovii","29"
"7159","Amphiura otteri","29"
"7160","Arcteobia anticostiensis","(29, 19)"
"7161","Propebela rugulata","29"
"7162","Onuphis opalina","29"
"7163","Nephtys discors","29"
"7164","Doris pallida","29"
"7165","Molgula griffithsii","29"
"7166","Hyperia medusarum","29"
"7167","Botrylloides diegensis","29"
"7168","Ligia oceanica","(29, 19)"
"7169","Urticina felina","(29, 5, 19)"
"7170","Notoplana atomata","29"
"7171","Stephanasterias albula","29"
"7172","Philomycus carolinianus","29"
"7173","Dendronotus robustus","(29, 5)"
"7174","Lebbeus groenlandicus","29"
"7175","Ascidia prunum","29"
"7176","Cirriformia grandis","29"
"7177","Biemna variantia","29"
"7178","Weberella bursa","29"
"7179","Marphysa sanguinea","29"
"7180","Nereis pelagica","29"
"7181","Eusyllis phosphorea","29"
"7182","Stenula solsbergi","29"
"7183","Patula striatella","29"
"7184","Tedania suctoria","(29, 5)"
"7185","Coryphella verrucosa","29"
"7186","Bushiella quadrangularis","29"
"7187","Didemnum lutarium","29"
"7188","Chone picta","29"
"7189","Ascidia obliqua","29"
"7190","Amauropsis islandica","(29, 5)"
"7191","Trachyteleia hispida","29"
"7192","Ericthonius brasiliensis","29"
"7193","Lasaea rubra","29"
"7194","Orchomene macroserratus","29"
"7195","Pista cristata","29"
"7196","Propebela nobilis","29"
"7197","Retusophiline lima","29"
"7198","Idotea phosphorea","29"
"7199","Ziminella salmonacea","29"
"7200","Crossaster papposus","(29, 5)"
"7201","Lineus viridis","29"
"7202","Dendrodoa pulchella","29"
"7203","Gordius villoti","29"
"7204","Halocynthia aurantium","29"
"7205","Didemnum albidum","(29, 19)"
"7206","Perpolita binneyana","29"
"7207","Euspira pallida","29"
"7208","Eudendrium capillare","29"
"7209","Spirorbis lucidus","29"
"7210","Jassa falcata","(29, 19)"
"7211","Leptuca pugilator","(29, 23)"
"7212","Grandidierella japonica","29"
"7213","Lepralia americana","29"
"7214","Lamellaria perspicua","(29, 5, 19)"
"7215","Myxilla incrustans","(29, 5)"
"7216","Leptasterias tenera","(29, 5)"
"7217","Distaplia clavata","29"
"7218","Coryphella stellata","(29, 5)"
"7219","Neptunea despecta","(29, 5)"
"7220","Enipo gracilis","29"
"7221","Isodictya deichmannae","(29, 5)"
"7222","Ophiocten gracilis","29"
"7223","Clathrina coriacea","(29, 5)"
"7224","Atlanticoncha ochracea","29"
"7225","Ampithoe valida","29"
"7226","Sternaspis fossor","(29, 19)"
"7227","Neoleanira tetragona","29"
"7228","Velutina laevigata","29"
"7229","Planogyra asteriscus","29"
"7230","Adalaria proxima","(29, 5)"
"7231","Trididemnum tenerum","29"
"7232","Phakellia ventilabrum","29"
"7233","Arenicola marina","(29, 19)"
"7234","Gyraulus deflectus","(29, 17, 19)"
"7235","Pentamera calcigera","(29, 5)"
"7236","Ptychatractus ligatus","29"
"7237","Schizobrachiella candida","29"
"7238","Silax verrilli","29"
"7239","Halichondria sitiens","(29, 5)"
"7240","Spinther citrinus","29"
"7241","Metopa glacialis","29"
"7242","Asconema foliatum","29"
"7243","Cadlina laevis","29"
"7244","Hemigellius arcofer","29"
"7245","Gronella groenlandica","29"
"7246","Tetrastemma vermiculus","29"
"7247","Halecium articulosum","(29, 5)"
"7248","Hyalina arborea","29"
"7249","Acirsa borealis","(29, 5)"
"7250","Gammaropsis maculata","29"
"7251","Hyalina electrina","29"
"7252","Halcampa duodecimcirrata","(29, 5)"
"7253","Succinea ovata","29"
"7254","Buccinum cyaneum","29"
"7255","Styela coriacea","29"
"7256","Parathyasira equalis","29"
"7257","Propebela cancellata","29"
"7258","Hydractinia polyclina","(29, 5)"
"7259","Stylocordyla borealis","29"
"7260","Onchidoris muricata","(29, 5, 24)"
"7261","Orchestia gammarellus","29"
"7262","Bulbus smithii","(29, 5)"
"7263","Membranipora membranacea","(29, 14)"
"7264","Gammaropsis nitida","(29, 19)"
"7265","Scolelepis agilis","29"
"7266","Proceraea prismatica","29"
"7267","Leptychaster arcticus","29"
"7268","Plesiocolochirus australis","29"
"7269","Polymastia andrica","29"
"7270","Amphiporus angulatus","(29, 5)"
